"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity"
"0xfc4985c3b035b7ad86cbdd01a1f7ee7a5f0cf9cc052d34259abc3711ab3d4f72","6514108","1539528472","10/14/2018 2:47:52 PM","0xf2414275d2e220517641195a2e9684013d1c49e0","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","1000"
"0x84095628ff1834760eced7cadbc680cb8917c257c810dccdbf9ae3d0e7de8c4a","6514247","1539530333","10/14/2018 3:18:53 PM","0x709304ff74f3735383f8a1654d84436b28ca3b33","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","9120"
"0x502c2273edd6281e592b52caf93728c1d3d7c8193eabb7e728a0801711beaee4","6514546","1539534667","10/14/2018 4:31:07 PM","0xc995814d9fdc19180431e2afd5c36575e0b27b6b","0x61db0a6e73f83041fe6d0a177fdbbac1285977e0","99999"
"0xde10850d66b57d6f53da54f7f33fe618673bf3944c7f8e7325e8f77df43c5e67","6514576","1539535020","10/14/2018 4:37:00 PM","0x61db0a6e73f83041fe6d0a177fdbbac1285977e0","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","99999"
"0xe48caea46d876f5fb3d71903a9e2f18eaea566639800974743c43fc16d48c276","6514683","1539536539","10/14/2018 5:02:19 PM","0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208","0xf49fe95233e796ccb6071b0c2a464170d74b1f9b","96267.9646006964"
"0x974a82806592c2e6db9d3e3ea8b72536cdb32c3ae030b2d7f6818d88cd3f335e","6514731","1539537193","10/14/2018 5:13:13 PM","0xf49fe95233e796ccb6071b0c2a464170d74b1f9b","0xbf8386487d3318a53fcf96a60594199cfe99a8c1","96267.9646006964"
"0x70ec99d19e563a3e5fe22da01c53420e9f5e592e765790cac0419e027a3d4307","6514735","1539537312","10/14/2018 5:15:12 PM","0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208","0xf49fe95233e796ccb6071b0c2a464170d74b1f9b","1325145.04851374"
"0xb5c2c6a9d0d47139b2c116929850a09313bd6e4871e483fa2730ffc103c5ad5f","6514748","1539537424","10/14/2018 5:17:04 PM","0xbf8386487d3318a53fcf96a60594199cfe99a8c1","0xe03c23519e18d64f144d2800e30e81b0065c48b5","96267.9646006964"
"0x53aaeb9791d896ffa8fd4518364f2f5452e25243e863fd9fedcba7fb75c2c050","6514961","1539540482","10/14/2018 6:08:02 PM","0xe03c23519e18d64f144d2800e30e81b0065c48b5","0xc995814d9fdc19180431e2afd5c36575e0b27b6b","98000"
"0x1b2ca286de7e9f3163c9f0fbe1a23c8b7fa0289bbed9fa510592b7d57a552bbf","6515115","1539542653","10/14/2018 6:44:13 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x3e10d2ee6546543c29016ca695ad47cbb092d90a","4500"
"0x55e1245897bbb92416f80c668594fc2aa53a5ab4a493bac2ed658301c7b6a063","6515737","1539551188","10/14/2018 9:06:28 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x7e1accd4916da1509a683fedb437811c11c68986","20000"
"0xf8e4497b972fd8345ba25446d716853d9418d66b95c22d2e533dab11c19f147e","6516205","1539557669","10/14/2018 10:54:29 PM","0x9aabc792478ca988c45d2c762c5e4265cb5be39c","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","589910"
"0x039660c6ed2fc3fbecd83cba416229f279d6dea141ef786d392a9c423e7ec462","6517536","1539576470","10/15/2018 4:07:50 AM","0x0b3db8702ba151b3f7cbcf73ecc06f1cefb86736","0xea0f23533b75d7226312ac13dab88164fb4a9f94","4000000"
"0xacc4fdfb785174292072f026bfcccc56260503ed7a85aaeeb7de54db73064e67","6517789","1539580076","10/15/2018 5:07:56 AM","0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8","0x9054c6adba4965f08a8cc0f891d3c3d58cf6a49d","2000000"
"0x973700768ef0741186dd435903799338fe71c0acbf015930ae1a67ae164a75bb","6517806","1539580233","10/15/2018 5:10:33 AM","0x9054c6adba4965f08a8cc0f891d3c3d58cf6a49d","0x75b4768f7b3863247555a3dc29fba0c9782e0ac3","2000000"
"0x7f6f9c78fc87c42798e2436bf1ffac56c382753d3e4ab8386d2c194492760a24","6517823","1539580392","10/15/2018 5:13:12 AM","0xd2760abf2afef35f4e2cf7819eded74c946f750c","0x619e8e5227dc5a8ae8eabc1b339ef460b82ece7a","1000"
"0x4f93aff385fda98586542c2782054f7cdbd4a3e84c50ded392f8bb1879439632","6517825","1539580426","10/15/2018 5:13:46 AM","0x75b4768f7b3863247555a3dc29fba0c9782e0ac3","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","2000000"
"0x389f293f857d5eeeb8672791d64303cff24569b1b8eca18f16f682ddfe979aa7","6518538","1539590553","10/15/2018 8:02:33 AM","0x42dc413746de701356e89a13437072cc9ad7cd05","0xd3f9d180a7d7b2f948adcfe9c13d9a12b22eebce","750422.487545662"
"0xf39fd959d191f002f7a0f3760eec49cbd08f4b8768a24f94fb00f2b8c32d8209","6518826","1539594464","10/15/2018 9:07:44 AM","0x1d25d5b297d57415d2dc85398d956be64b2c8aac","0x6112e347f28e473c17ee575b8752cc937e75506c","9869.33976833213"
"0xb837d95aa3badca5a5d310fba601ac5b5cf2415953ada20d7a9957fdfa8094a2","6519467","1539603775","10/15/2018 11:42:55 AM","0xea7b55b249f3575815d8a6bbc9912f93ce042770","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","24397"
"0xfe92f418fb8b7e5c46583055694229cd1e851d482e5d345d897679159f88784d","6519802","1539608895","10/15/2018 1:08:15 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x91a45793fb8437df507d3f9fc65f7fc1c965c2bb","2000000"
"0xb13347cb2253a238b532a64c34e0d0984832f94a180e0acbe1fafa583f7386a5","6520786","1539622684","10/15/2018 4:58:04 PM","0x654afcda2b88e8362ab3619bb39be42ed7e75d19","0xf18a2960c1a65e63320a6b3283bd76888899713b","100000"
"0x946edccdccb1ef14111d63fa302d638be9bdb8fe7e701fe29fe1be0cb8db7c37","6520960","1539625139","10/15/2018 5:38:59 PM","0x4ce567f4473c2d4f9ca25088c0813958bef8dc69","0x067f495509e68cf47808a6f56ca4da45af30a136","90000"
"0xac3fda43ab59dc8d18e7ca2c288dd7befdeb46d022808fd6990af854d548b613","6522879","1539651844","10/16/2018 1:04:04 AM","0x7ed1e469fcb3ee19c0366d829e291451be638e59","0xe7ca804cd6f357db37986817ea41095523936100","992.5597806475"
"0xa78eff7ddd21c799aa725532cd1a8a8e1795754bc38727510e48482e288548f1","6523029","1539653743","10/16/2018 1:35:43 AM","0x7ed1e469fcb3ee19c0366d829e291451be638e59","0xe7ca804cd6f357db37986817ea41095523936100","2000"
"0x9fd825b21737996428b36660f8826081f23eb7ecae05e68208448c97370876d6","6523039","1539653966","10/16/2018 1:39:26 AM","0xe7ca804cd6f357db37986817ea41095523936100","0xe03c23519e18d64f144d2800e30e81b0065c48b5","2000"
"0x0ec28054e9f44b9c67b1572903c688c9c977930644d3f679ccf7f41816706890","6523039","1539653966","10/16/2018 1:39:26 AM","0xe7ca804cd6f357db37986817ea41095523936100","0xe03c23519e18d64f144d2800e30e81b0065c48b5","992.5597806475"
"0xa75292a16496bc16aa92f9620cd03754638baa831d8ec3c625654370ab40b404","6523217","1539656419","10/16/2018 2:20:19 AM","0xda505a49955fb59e0919b4d17e5ee2a68129fd7a","0xe7ca804cd6f357db37986817ea41095523936100","8991.4"
"0xf7845cf7020bb3f030426f3a0ab186ea6224f8699b1b8f93bc67acb9cfb0ae66","6523229","1539656589","10/16/2018 2:23:09 AM","0xe7ca804cd6f357db37986817ea41095523936100","0xe03c23519e18d64f144d2800e30e81b0065c48b5","8991.4"
"0x8b8ede6f6b6ffcc0fe72e9db5f85205e8d487ddc2a946e3cd58422aba2f21715","6523304","1539657809","10/16/2018 2:43:29 AM","0xe03c23519e18d64f144d2800e30e81b0065c48b5","0x25776ac90b4ae8a2706177e0742a3963c20c59f6","10983"
"0xcadde2129634948330e735de89dfd30dd66534fdc4f1430088ca8c1e2fafbd24","6523345","1539658409","10/16/2018 2:53:29 AM","0x7ed1e469fcb3ee19c0366d829e291451be638e59","0xe7ca804cd6f357db37986817ea41095523936100","10975.5597806475"
"0x00c91a1f8fcae07116a8727d1128d2389665ac0d13cc7f32aea5af3bca23d211","6523360","1539658615","10/16/2018 2:56:55 AM","0xe7ca804cd6f357db37986817ea41095523936100","0xe03c23519e18d64f144d2800e30e81b0065c48b5","10975.5597806475"
"0x40dc288dc557f6d2a00e8ef4cabe96e69d29358490dcf07c7e62c965a82ef4c4","6523385","1539659024","10/16/2018 3:03:44 AM","0x25776ac90b4ae8a2706177e0742a3963c20c59f6","0x7ed1e469fcb3ee19c0366d829e291451be638e59","10983"
"0x021db192b5de4cd608744f2f517730382d34396943d4f24c604e07a02c22ca40","6523529","1539660916","10/16/2018 3:35:16 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x256cb51ac0a71a221d1ce6734061f5818e55d56b","3402"
"0xcbfc772d8f232a79aa5ee3cbedea26d343c90d009698f69831da132c6696dc2d","6523557","1539661334","10/16/2018 3:42:14 AM","0x256cb51ac0a71a221d1ce6734061f5818e55d56b","0xb290cdd74bb6b540416ef66514dbcfd22cc73d13","3402"
"0x2a714859b8f17011a7f9786f8d4958ade4f6feb88ab5afc61e617c053f98e48b","6524719","1539677943","10/16/2018 8:19:03 AM","0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8","0x3b6c3a56f2a8ccb75049dbd98b5be146bf3ca1c8","27470"
"0x3aa6a09251a115604f7f1ddfdb450cb679132ce22125bf2f2cd07c93e21eb7f8","6525147","1539684323","10/16/2018 10:05:23 AM","0xc13443c3d2978469d670ae5928595f0b5f96bc88","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","61500"
"0x5405e643d2daa7c36ea49045b02d3788d7fbb37aeb3eefceb34bed6b1b9ed70b","6525210","1539685151","10/16/2018 10:19:11 AM","0x7003637b8de6bad64cd3dff91f7bdc0283348c66","0x654b08c1c7875bafcc65257dc4793ccabc3c85b7","108000"
"0x2ad237017902264e42203652e6f0c8562edfaeca161e15b12a7a5c0ec7101e11","6525260","1539685946","10/16/2018 10:32:26 AM","0x654b08c1c7875bafcc65257dc4793ccabc3c85b7","0xe03c23519e18d64f144d2800e30e81b0065c48b5","108000"
"0xa6ab1ceb6e37952ff2ef07726e89490201b8f21c77b7983285cf92659558ec24","6525368","1539687729","10/16/2018 11:02:09 AM","0x6025d96932d378be7d0a46343b437678a126ecca","0x7ed1e469fcb3ee19c0366d829e291451be638e59","200000"
"0xe04c2cc03634f5d646258e57681883a7c7f678f8eb01335cb525d3fa2bb04376","6525376","1539687820","10/16/2018 11:03:40 AM","0x7ed1e469fcb3ee19c0366d829e291451be638e59","0xe7ca804cd6f357db37986817ea41095523936100","190999.060561295"
"0x9c2b58127ceef044d1b65d1237a882e578f04e133f340bd0de9d656612728a07","6525414","1539688265","10/16/2018 11:11:05 AM","0xe7ca804cd6f357db37986817ea41095523936100","0xe03c23519e18d64f144d2800e30e81b0065c48b5","190999.060561295"
"0x64f7824bf3dbfb8a0fda5d6a85a82872e6ca76657b27745c9dbb10961b8365c6","6526376","1539701614","10/16/2018 2:53:34 PM","0x29205d9504e34b0f5cb4c8073bee48fd6305c19b","0xcf613ff929d1d1041295131d7f6ae22e10fb5faf","500"
"0xd7c5221d1ad62c386d50e83ff5ab21649039dde187f1dcd996d284209849bd3d","6526707","1539706537","10/16/2018 4:15:37 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x91bd04c7035187759733cb7682c750d7b1bc5f2a","1500"
"0x4454a9124f715f01fc8e5fcf0a0d6c7715cb09f9e119d2d78cfb9014ca18862f","6526721","1539706742","10/16/2018 4:19:02 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x91bd04c7035187759733cb7682c750d7b1bc5f2a","52300"
"0xbe37698864e7a323e00ace836c209dc29a2fdccafe4e1f687bcad22f62e781c3","6526827","1539708240","10/16/2018 4:44:00 PM","0x91bd04c7035187759733cb7682c750d7b1bc5f2a","0x1e4aae8b3fcf27038d13c5068bb6e9885f5b5b10","500"
"0x615040f6678efa6c7229b636e81d6eca67dc80b9dcc67778469fee396062aea8","6527045","1539711053","10/16/2018 5:30:53 PM","0x91bd04c7035187759733cb7682c750d7b1bc5f2a","0x1e4aae8b3fcf27038d13c5068bb6e9885f5b5b10","510"
"0x55966d8212e5c75c61f791c9f08c9f243b4fe7bced00e3312b499c62c290601f","6527065","1539711348","10/16/2018 5:35:48 PM","0x1e4aae8b3fcf27038d13c5068bb6e9885f5b5b10","0xe03c23519e18d64f144d2800e30e81b0065c48b5","1010"
"0x86242939b80522ee311512ef155b7e05815546714b624f7a3feff6279acdd87d","6527137","1539712542","10/16/2018 5:55:42 PM","0x91bd04c7035187759733cb7682c750d7b1bc5f2a","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","52790"
"0x44e50a844bf2e7315985083b82d78c8cca178d735aba386f0e9488c263c1ea6a","6527985","1539724255","10/16/2018 9:10:55 PM","0x3f0d6f008da9ead517af167b90c974412e7eb1bd","0x849429a7aca867d3ee1d4ee5041724380ea875cd","3589788.48786449"
"0x2981445dd8e966588a25dc2d627ec19d2c687ccd098b0c1b1008f1dd8163ae69","6527996","1539724381","10/16/2018 9:13:01 PM","0x849429a7aca867d3ee1d4ee5041724380ea875cd","0xe03c23519e18d64f144d2800e30e81b0065c48b5","3589788.48786449"
"0xc888be2a7c79781581e28199348d0bff76d52985d6f74f2b0f5fc5a49922147c","6530301","1539756963","10/17/2018 6:16:03 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xed89649d5ada2288c16166c08f17496fb8dc7334","497700"
"0x257480b7c22cac033d21c1ec033fe29f9806a3b5d2aa4b4c1c6649cbb5979f0c","6530308","1539757051","10/17/2018 6:17:31 AM","0xed89649d5ada2288c16166c08f17496fb8dc7334","0x7bbc612bd73b4ad0983f9220fbb68821a47b6107","10"
"0xf1ab0b6d42ca8b02cc7c76bc826a4999521c001e0b8a018fdd5aa0145c06e9bb","6531364","1539772401","10/17/2018 10:33:21 AM","0x9a8d00b496806759a1dc8d2632da0ebc1938b14e","0xed3251fd7b99eb493549bc8e7b1ea0a56cb4391c","133750.014280354"
"0xbdae62cbc31dcbe6dc845613058760e8291650a32d5e0861fd3f21d8236ec032","6532220","1539784171","10/17/2018 1:49:31 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x91a45793fb8437df507d3f9fc65f7fc1c965c2bb","1759216.1546911"
"0x04fcc956589cd7afce9a16ee061b97e48897749af6324898a34948636ddb9d02","6532379","1539786413","10/17/2018 2:26:53 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xd3f9d180a7d7b2f948adcfe9c13d9a12b22eebce","2436721.3467"
"0x69db2ab18535977447aaf15f612b051bdc08a1576dbeb9f8c374832795c5a4ec","6532512","1539788157","10/17/2018 2:55:57 PM","0x65628ffa13c861403b8accdd4ecb51609035bb6c","0x1f00e4cd5e04b5dff36a93a157cdbeee937752d2","9010"
"0xba824d7eecb60c5a7ad871ebfc57b21d6106b21b8b9c54325d20483eb556b343","6532529","1539788403","10/17/2018 3:00:03 PM","0x1f00e4cd5e04b5dff36a93a157cdbeee937752d2","0xe03c23519e18d64f144d2800e30e81b0065c48b5","9010"
"0xf3f9f872056c951646b516592151a55fa808f95864be10de98dd893eab7f0757","6532826","1539792828","10/17/2018 4:13:48 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xbe109705eabfc381a2a05dbe5b992322b83a7af6","332999.999647395"
"0xc1f4317de2218ae3d4505f46f0b883fc7ec7fef23bf1b744295648ab9752d58b","6533048","1539795792","10/17/2018 5:03:12 PM","0x1ce7ae555139c5ef5a57cc8d814a867ee6ee33d8","0x8448fefed0ed56136553335efd64b93b137f4577","36129.322"
"0xc2d3511c4057b159b82eb2db47189913d0fddb4bcf81d874cd577079d4a9112f","6533051","1539795900","10/17/2018 5:05:00 PM","0x8448fefed0ed56136553335efd64b93b137f4577","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","159788.863"
"0x78b46b1abf2c7df03cba979e91e55409469b0a06ca201c914dbadd2a33981a27","6533140","1539797156","10/17/2018 5:25:56 PM","0xfcfd6fc686c67727f9c43d49635b78ae20204479","0xdceec40b83cef44ac7d5a4af90bd540cc7589332","500"
"0x3d559b89958dfbfd9ab976181ffa6f6effd9079dd851579a6e04d2d4d5233209","6533521","1539802336","10/17/2018 6:52:16 PM","0xcc87a681783f55d7d0797d3824d7d652ea12d31c","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","10000"
"0x8a1f78b59bd1babaac8949f851917365b6605ca2229b695d48637d7febd93b3a","6534437","1539814989","10/17/2018 10:23:09 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x66dcea5e7e90814789412d142ef7786dc55aac4a","365874"
"0x4db2e8328ffb7ea4a4c9f7ff2f2fd012e45fb527eefc14a1a6903f1df3c8d63d","6535018","1539823226","10/18/2018 12:40:26 AM","0x4f1916abc21e09d21bd729becf4f560f859afc37","0xf98e98cbf12af487808814fe803ea1afc0c9fb97","50"
"0x782d9b8e222a465af92539de695f65070320fc2b48b10c7268e18a3559a8d353","6535039","1539823449","10/18/2018 12:44:09 AM","0x4f1916abc21e09d21bd729becf4f560f859afc37","0xf98e98cbf12af487808814fe803ea1afc0c9fb97","1600"
"0x326884e600abd27a8ed493c7034613d7ab67ed0a34b3998785dcc3da5b2ee1af","6535062","1539823761","10/18/2018 12:49:21 AM","0xf98e98cbf12af487808814fe803ea1afc0c9fb97","0xe03c23519e18d64f144d2800e30e81b0065c48b5","1600"
"0x94ed7300417305cbb4a6464d975d4dd8aeeb95cf8982f38840212b9154836172","6535063","1539823775","10/18/2018 12:49:35 AM","0xf98e98cbf12af487808814fe803ea1afc0c9fb97","0xe03c23519e18d64f144d2800e30e81b0065c48b5","150"
"0x6df1eb5c0bba5068b8164ffe7365daaf6adc923d6386c18e878bd490a199ecef","6536038","1539837596","10/18/2018 4:39:56 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xbbc2dd2e99082a6b52dc4b38b2752a416aeea361","977346.069593657"
"0xf0f25acbb8ee81b25d1cecc0580105eea0d1bb3b095f4982a275dcf19288e97f","6536047","1539837684","10/18/2018 4:41:24 AM","0xbbc2dd2e99082a6b52dc4b38b2752a416aeea361","0x9af6779c03cd94bfccbe163cc2418b4184fe06fa","977346.069593657"
"0x1ce85e55d6fc4b27249fbb5bd48e2b871fb4cb40b952efa0ec71cecb576a2c89","6536103","1539838489","10/18/2018 4:54:49 AM","0x9af6779c03cd94bfccbe163cc2418b4184fe06fa","0xe03c23519e18d64f144d2800e30e81b0065c48b5","977346.069593657"
"0x6c102c0e103b9ae7f1e262d030d5219595a58ee6c7359a4a071638b8782228e3","6536169","1539839496","10/18/2018 5:11:36 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x7046ead97ccfdd63d59dc8fa938eb16f212f4a56","1000"
"0x911b219bb1bb837bd2b8570c7c1e933e28fccd570503e86b98e30fb21bf16919","6536177","1539839573","10/18/2018 5:12:53 AM","0x7046ead97ccfdd63d59dc8fa938eb16f212f4a56","0x10ab8b67dc2acda3cc7a2b0954a15a3dcbe16afa","1000"
"0x9a1926817b6d504539e04b3ab2d6185cf3e6b00920dce3af84bcc5f25c7565ed","6536217","1539840176","10/18/2018 5:22:56 AM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0x7046ead97ccfdd63d59dc8fa938eb16f212f4a56","104000"
"0x366d21e0b4822f5e99fbce672d73fc9e7c68ae129c71618289bdbb09fa05c249","6536219","1539840207","10/18/2018 5:23:27 AM","0x7046ead97ccfdd63d59dc8fa938eb16f212f4a56","0x10ab8b67dc2acda3cc7a2b0954a15a3dcbe16afa","104099"
"0x14185b28ab976e48cf6a15bb6ab067e688b32962c8a833910eb4955b483646ce","6536251","1539840640","10/18/2018 5:30:40 AM","0x10ab8b67dc2acda3cc7a2b0954a15a3dcbe16afa","0xe03c23519e18d64f144d2800e30e81b0065c48b5","1000"
"0xd0da2cd8c39fd228ade6452c94297c538297c63f96925578dbdf429e0440a180","6536251","1539840640","10/18/2018 5:30:40 AM","0x10ab8b67dc2acda3cc7a2b0954a15a3dcbe16afa","0xe03c23519e18d64f144d2800e30e81b0065c48b5","104099"
"0xd7a575537756cca8e8f80b846e31669bbbc0ac64e0a4407764ff055230c3c34f","6536354","1539842134","10/18/2018 5:55:34 AM","0xe03c23519e18d64f144d2800e30e81b0065c48b5","0xbbc2dd2e99082a6b52dc4b38b2752a416aeea361","976346.06959365"
"0x43be779412bc1cf6ca16cb5df5650490f7cb6ad3338ef521e95a63bf0db8544a","6536364","1539842242","10/18/2018 5:57:22 AM","0xbbc2dd2e99082a6b52dc4b38b2752a416aeea361","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","976346.06959365"
"0xc38458edad475d9cbd810e10cd1b894b8ce20a2c250fda1e41c70b44dc16291e","6536723","1539847178","10/18/2018 7:19:38 AM","0xed3251fd7b99eb493549bc8e7b1ea0a56cb4391c","0x46f99c21859c9e02ea028eade8d40e1b8cc3b81f","2"
"0xadd38ea7f22a05f3dd78c87bdb257455e21749c3fc1dd3154585c8ed79fa81bd","6537333","1539855865","10/18/2018 9:44:25 AM","0x92f5f608873d2aa74ddbdcee98d2bc7e38ba44e5","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","15346.4318926785"
"0x83a28f3d26c475ec5f010f5d69be70535e782ac09d91c2a07f9eb6fcb5f80900","6537821","1539862663","10/18/2018 11:37:43 AM","0xcd462e41aa7d21f0510cbf1e70311d818293ae25","0x455d3e4a8e9aed26505e92fc09170419415eb39b","114486.4729"
"0xded90c8f5680e2e909826f5e500fda82378b5cd28a15a2bc9c2a23e6a3cc9ae9","6537953","1539864467","10/18/2018 12:07:47 PM","0x8d12a197cb00d4747a1fe03395095ce2a5cc6819","0xa56ed947ed2328c357e5a01d703e1d11459c5161","3134215"
